Sport,Gender,Event,Athlete,Medal,Team
Shooting,M,25m Rapid-Fire Pistol,Vladimir Vokhmyanin,BRONZE,Soviet Union
,,,,,
Shooting,F,25m Sporting Pistol,Marina Logvinenko-Dobrancheva,GOLD,Soviet Union
,,,,,
Shooting,F,25m Sporting Pistol,Duihong Li,SILVER,China
,,,,,
Shooting,F,25m Sporting Pistol,Dorzhsuren Munkhbayar,BRONZE,Mongolia
,,,,,
Shooting,M,50m Free Pistol,Konstantin Lukashik,GOLD,Soviet Union
,,,,,
Shooting,M,50m Free Pistol,Yifu Wang,SILVER,China
,,,,,
Shooting,M,50m Free Pistol,Ragnar Skanåker,BRONZE,Sweden
,,,,,
Shooting,M,"50m Small-Bore Rifle, Prone",Eun-Chul Lee,GOLD,South Korea
,,,,,
Shooting,M,"50m Small-Bore Rifle, Prone",Harald Stenvaag,SILVER,Norway
,,,,,
Shooting,M,"50m Small-Bore Rifle, Prone",Stevan Pletikosic,BRONZE,Yugoslavia
,,,,,
Shooting,M,"50m Small-Bore Rifle, Three Positions",Grachiya Petikyan,GOLD,Soviet Union
,,,,,
Shooting,M,"50m Small-Bore Rifle, Three Positions",Robert Foth,SILVER,United States
,,,,,
Shooting,M,"50m Small-Bore Rifle, Three Positions",Ryohei Koba,BRONZE,Japan
,,,,,
Shooting,F,"50m Small-Bore Rifle, Three Positions",Launi Meili,GOLD,United States
,,,,,
Shooting,F,"50m Small-Bore Rifle, Three Positions",Nonka Matova,SILVER,Bulgaria
,,,,,
Shooting,F,"50m Small-Bore Rifle, Three Positions",Malgorzata Ksiazkiewicz,BRONZE,Poland
,,,,,
Shooting,M,Trap,Petr Hrdlicka,GOLD,Czechoslovakia
,,,,,
Shooting,M,Trap,Kasumi Watanabe,SILVER,Japan
,,,,,
Shooting,M,Trap,Marco Venturini,BRONZE,Italy
,,,,,
Shooting,M,Skeet,Juan Giha,SILVER,Peru
,,,,,
Shooting,M,Skeet,Bruno Mario Rossetti,BRONZE,Italy
,,,,,
Shooting,F,Skeet,Shan Zhang,GOLD,China
,,,,,
Short Track Speed Skating,F,500m Short Track,Cathy Turner,GOLD,United States
,,,,,
Short Track Speed Skating,F,500m Short Track,Yan Li,SILVER,China
,,,,,
Short Track Speed Skating,F,500m Short Track,Ok-Sil Hwang,BRONZE,North Korea
,,,,,
Short Track Speed Skating,M,1000m Short Track,Kim Gi-Hun,GOLD,South Korea
,,,,,
Short Track Speed Skating,M,1000m Short Track,Frédéric Blackburn,SILVER,Canada
,,,,,
Short Track Speed Skating,M,1000m Short Track,Joon-Ho Lee,BRONZE,South Korea
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Annie Perreault,GOLD,Canada
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Nathalie Lambert,GOLD,Canada
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Sylvie Daigle,GOLD,Canada
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Angela Cutrone,GOLD,Canada
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Cathy Turner,SILVER,United States
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Amy Peterson,SILVER,United States
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Darcie Dohnal,SILVER,United States
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Nikki Ziegelmeyer,SILVER,United States
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Viktoriya Taranina,BRONZE,Soviet Union
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Yuliya Allagulova,BRONZE,Soviet Union
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Natalya Isakova,BRONZE,Soviet Union
,,,,,
Short Track Speed Skating,F,3000m Short Track Relay,Yuliya Vlasova,BRONZE,Soviet Union
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Joon-Ho Lee,GOLD,South Korea
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Ji-Su Mo,GOLD,South Korea
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Jae-Kun Song,GOLD,South Korea
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Ki-Hoon Kim,GOLD,South Korea
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Frédéric Blackburn,SILVER,Canada
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Marck Lackie,SILVER,Canada
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Michel Daignault,SILVER,Canada
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Sylvain Gagnon,SILVER,Canada
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Yuichi Akasaka,BRONZE,Japan
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Tatsuyoshi Ishihara,BRONZE,Japan
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Toshinobu Kawai,BRONZE,Japan
,,,,,
Short Track Speed Skating,M,5000m Short Track Relay,Tsutomu Kawasaki,BRONZE,Japan
,,,,,
Ski Jumping,M,Large Hill,Toni Nieminen,GOLD,Finland
,,,,,
Ski Jumping,M,Large Hill,Martin Höllwarth,SILVER,Austria
,,,,,
Ski Jumping,M,Large Hill,Heinz Kuttin,BRONZE,Austria
,,,,,
Ski Jumping,M,Normal Hill,Ernst Vettori,GOLD,Austria
,,,,,
Ski Jumping,M,Normal Hill,Martin Höllwarth,SILVER,Austria
,,,,,
Ski Jumping,M,Normal Hill,Toni Nieminen,BRONZE,Finland
,,,,,
Ski Jumping,M,Team,Toni Nieminen,GOLD,Finland
,,,,,
Ski Jumping,M,Team,Ari-Pekka Nikkola,GOLD,Finland
,,,,,
Ski Jumping,M,Team,Risto Laakkonen,GOLD,Finland
,,,,,
Ski Jumping,M,Team,Mika Laitinen,GOLD,Finland
,,,,,
Ski Jumping,M,Team,Heinz Kuttin,SILVER,Austria
,,,,,
Ski Jumping,M,Team,Martin Höllwarth,SILVER,Austria
,,,,,
Ski Jumping,M,Team,Andreas Felder,SILVER,Austria
,,,,,
Ski Jumping,M,Team,Ernst Vettori,SILVER,Austria
,,,,,
Ski Jumping,M,Team,Jirí Parma,BRONZE,Czech Republic
,,,,,
Ski Jumping,M,Team,Frantisek Jez,BRONZE,Czech Republic
,,,,,
Ski Jumping,M,Team,Jaroslav Sakala,BRONZE,Czech Republic
,,,,,
Ski Jumping,M,Team,Tomás Goder,BRONZE,Czech Republic
,,,,,
Speed Skating,M,500m,Uwe-Jens Mey,GOLD,Germany
,,,,,
Speed Skating,M,500m,Toshiyuki Kuroiwa,SILVER,Japan
,,,,,
Speed Skating,M,500m,Junichi Inoue,BRONZE,Japan
,,,,,
Speed Skating,F,500m,Bonnie Blair,GOLD,United States
,,,,,
Speed Skating,F,500m,Qiaobo Ye,SILVER,China
,,,,,
Speed Skating,F,500m,Christa Rothenburger,BRONZE,Germany
,,,,,
Speed Skating,M,1000m,Olaf Zinke,GOLD,Germany
,,,,,
Speed Skating,M,1000m,Yoon-Man Kim,SILVER,South Korea
,,,,,
Speed Skating,M,1000m,Yukinori Miyabe,BRONZE,Japan
,,,,,
Speed Skating,F,1000m,Bonnie Blair,GOLD,United States
,,,,,
Speed Skating,F,1000m,Qiaobo Ye,SILVER,China
,,,,,
Speed Skating,F,1000m,Monique Garbrecht,BRONZE,Germany
,,,,,
Speed Skating,M,1500m,Johann Koss,GOLD,Norway
,,,,,
Speed Skating,M,1500m,Ådne Søndrål,SILVER,Norway
,,,,,
Speed Skating,M,1500m,Leo Visser,BRONZE,Netherlands
,,,,,
Speed Skating,F,1500m,Jacqueline Börner,GOLD,Germany
,,,,,
Speed Skating,F,1500m,Gunda Niemann,SILVER,Germany
,,,,,
Speed Skating,F,1500m,Seiko Hashimoto,BRONZE,Japan
,,,,,
Speed Skating,F,3000m,Gunda Niemann,GOLD,Germany
,,,,,
Speed Skating,F,3000m,Heike Warnicke,SILVER,Germany
,,,,,
Speed Skating,F,3000m,Emese Hunyady,BRONZE,Austria
,,,,,
Speed Skating,M,5000m,Geir Karlstad,GOLD,Norway
,,,,,
Speed Skating,M,5000m,Falko Zandstra,SILVER,Netherlands
,,,,,
Speed Skating,M,5000m,Leo Visser,BRONZE,Netherlands
,,,,,
Speed Skating,F,5000m,Gunda Niemann,GOLD,Germany
,,,,,
Speed Skating,F,5000m,Heike Warnicke,SILVER,Germany
,,,,,
Speed Skating,F,5000m,Claudia Pechstein,BRONZE,Germany
,,,,,
Speed Skating,M,10000m,Bart Veldkamp,GOLD,Netherlands
,,,,,
Speed Skating,M,10000m,Johann Koss,SILVER,Norway
,,,,,
Speed Skating,M,10000m,Geir Karlstad,BRONZE,Norway
,,,,,
Swimming,M,50m Freestyle,Aleksandr Popov,GOLD,Soviet Union
,,,,,
Swimming,M,50m Freestyle,Matt Biondi,SILVER,United States
,,,,,
Swimming,M,50m Freestyle,Thomas Jager,BRONZE,United States
,,,,,
Swimming,F,50m Freestyle,Wenyi Yang,GOLD,China
,,,,,
Swimming,F,50m Freestyle,Yong Zhuang,SILVER,China
,,,,,
Swimming,F,50m Freestyle,Angel Martino,BRONZE,United States
,,,,,
Swimming,M,100m Freestyle,Aleksandr Popov,GOLD,Soviet Union
,,,,,
Swimming,M,100m Freestyle,Gustavo França Borges,SILVER,Brazil
,,,,,
Swimming,M,100m Freestyle,Stephan Caron,BRONZE,France
,,,,,
Swimming,F,100m Freestyle,Yong Zhuang,GOLD,China
,,,,,
Swimming,F,100m Freestyle,Jenny Thompson,SILVER,United States
,,,,,
Swimming,F,100m Freestyle,Franziska van Almsick,BRONZE,Germany
,,,,,
Swimming,M,200m Freestyle,Yevgeny Sadovyi,GOLD,Soviet Union
,,,,,
Swimming,M,200m Freestyle,Anders Holmertz,SILVER,Sweden
,,,,,
Swimming,M,200m Freestyle,Antti Kasvio,BRONZE,Finland
,,,,,
Swimming,F,200m Freestyle,Nicole Haislett,GOLD,United States
,,,,,
Swimming,F,200m Freestyle,Franziska van Almsick,SILVER,Germany
,,,,,
Swimming,F,200m Freestyle,Kerstin Kielgaß,BRONZE,Germany
,,,,,
Swimming,M,400m Freestyle,Yevgeny Sadovyi,GOLD,Soviet Union
,,,,,
Swimming,M,400m Freestyle,Kieren Perkins,SILVER,Australia
,,,,,
Swimming,M,400m Freestyle,Anders Holmertz,BRONZE,Sweden
,,,,,
Swimming,F,400m Freestyle,Dagmar Hase,GOLD,Germany
,,,,,
Swimming,F,400m Freestyle,Janet Evans,SILVER,United States
,,,,,
Swimming,F,400m Freestyle,Hayley Lewis,BRONZE,Australia
,,,,,
Swimming,F,800m Freestyle,Janet Evans,GOLD,United States
,,,,,
Swimming,F,800m Freestyle,Hayley Lewis,SILVER,Australia
,,,,,
Swimming,F,800m Freestyle,Jana Henke,BRONZE,Germany
,,,,,
Swimming,M,1500m Freestyle,Kieren Perkins,GOLD,Australia
,,,,,
Swimming,M,1500m Freestyle,Glen Housman,SILVER,Australia
,,,,,
Swimming,M,1500m Freestyle,Jörg Hoffmann,BRONZE,Germany
,,,,,
Swimming,M,4x100m Freestyle Relay,Jon Olsen,GOLD,United States
,,,,,
Swimming,M,4x100m Freestyle Relay,Matt Biondi,GOLD,United States
,,,,,
Swimming,M,4x100m Freestyle Relay,Thomas Jager,GOLD,United States
,,,,,
Swimming,M,4x100m Freestyle Relay,Joe Hudepohl,GOLD,United States
,,,,,
Swimming,M,4x100m Freestyle Relay,Shaun Jordan,GOLD,United States
,,,,,
Swimming,M,4x100m Freestyle Relay,Joel Thomas,GOLD,United States
,,,,,
Swimming,M,4x100m Freestyle Relay,Aleksandr Popov,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Freestyle Relay,Gennady Prigoda,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Freestyle Relay,Pavel Khnykin,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Freestyle Relay,Yury Bashkatov,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Freestyle Relay,Vlad Pyshnenko,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Freestyle Relay,Veniamin Tayanovich,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Freestyle Relay,Dirk Richter,BRONZE,Germany
,,,,,
Swimming,M,4x100m Freestyle Relay,Mark Pinger,BRONZE,Germany
,,,,,
Swimming,M,4x100m Freestyle Relay,Christian Tröger,BRONZE,Germany
,,,,,
Swimming,M,4x100m Freestyle Relay,Steffen Zesner,BRONZE,Germany
,,,,,
Swimming,M,4x100m Freestyle Relay,Andreas Szigat,BRONZE,Germany
,,,,,
Swimming,M,4x100m Freestyle Relay,Bengt Zikarsky,BRONZE,Germany
,,,,,
Swimming,F,4x100m Freestyle Relay,Jenny Thompson,GOLD,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Dara Torres,GOLD,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Angel Martino,GOLD,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Nicole Haislett,GOLD,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Ashley Tappin,GOLD,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Crissy Ahmann-Leighton,GOLD,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Jingyi Le,SILVER,China
,,,,,
Swimming,F,4x100m Freestyle Relay,Wenyi Yang,SILVER,China
,,,,,
Swimming,F,4x100m Freestyle Relay,Bin Lu,SILVER,China
,,,,,
Swimming,F,4x100m Freestyle Relay,Yong Zhuang,SILVER,China
,,,,,
Swimming,F,4x100m Freestyle Relay,Kun Zhao,SILVER,China
,,,,,
Swimming,F,4x100m Freestyle Relay,Daniela Hunger,BRONZE,Germany
,,,,,
Swimming,F,4x100m Freestyle Relay,Simone Osygus,BRONZE,Germany
,,,,,
Swimming,F,4x100m Freestyle Relay,Franziska van Almsick,BRONZE,Germany
,,,,,
Swimming,F,4x100m Freestyle Relay,Manuela Stellmach,BRONZE,Germany
,,,,,
Swimming,F,4x100m Freestyle Relay,Annette Hadding,BRONZE,Germany
,,,,,
Swimming,F,4x100m Freestyle Relay,Kerstin Kielgaß,BRONZE,Germany
,,,,,
Swimming,M,4x200m Freestyle Relay,Dmitry Lepikov,GOLD,Soviet Union
,,,,,
Swimming,M,4x200m Freestyle Relay,Veniamin Tayanovich,GOLD,Soviet Union
,,,,,
Swimming,M,4x200m Freestyle Relay,Vladimir Pyshnenko,GOLD,Soviet Union
,,,,,
Swimming,M,4x200m Freestyle Relay,Yevgeny Sadovyi,GOLD,Soviet Union
,,,,,
Swimming,M,4x200m Freestyle Relay,Aleksey Kudryavtsev,GOLD,Soviet Union
,,,,,
Swimming,M,4x200m Freestyle Relay,Yury Mukhin,GOLD,Soviet Union
,,,,,
Swimming,M,4x200m Freestyle Relay,Anders Holmertz,SILVER,Sweden
,,,,,
Swimming,M,4x200m Freestyle Relay,Lars Frölander,SILVER,Sweden
,,,,,
Swimming,M,4x200m Freestyle Relay,Christer Wallin,SILVER,Sweden
,,,,,
Swimming,M,4x200m Freestyle Relay,Tommy Werner,SILVER,Sweden
,,,,,
Swimming,M,4x200m Freestyle Relay,Joe Hudepohl,BRONZE,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,Douglas Gjertsen,BRONZE,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,Melvin Stewart,BRONZE,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,Jon Olsen,BRONZE,United States
,,,,,
Swimming,M,100m Backstroke,Mark Tewksbury,GOLD,Canada
,,,,,
Swimming,M,100m Backstroke,Jeff Rouse,SILVER,United States
,,,,,
Swimming,M,100m Backstroke,David Berkoff,BRONZE,United States
,,,,,
Swimming,F,100m Backstroke,Krisztina Egerszegi,GOLD,Hungary
,,,,,
Swimming,F,100m Backstroke,Tünde Szabó,SILVER,Hungary
,,,,,
Swimming,F,100m Backstroke,Lea Loveless,BRONZE,United States
,,,,,
Swimming,M,200m Backstroke,Martin López-Zubero,GOLD,Spain
,,,,,
Swimming,M,200m Backstroke,Vladimir Selkov,SILVER,Soviet Union
,,,,,
Swimming,M,200m Backstroke,Stefano Battistelli,BRONZE,Italy
,,,,,
Swimming,F,200m Backstroke,Krisztina Egerszegi,GOLD,Hungary
,,,,,
Swimming,F,200m Backstroke,Dagmar Hase,SILVER,Germany
,,,,,
Swimming,F,200m Backstroke,Nicole Stevenson,BRONZE,Australia
,,,,,
Swimming,M,100m Breaststroke,Nelson Diebel,GOLD,United States
,,,,,
Swimming,M,100m Breaststroke,Norbert Rózsa,SILVER,Hungary
,,,,,
Swimming,M,100m Breaststroke,Philip Rogers,BRONZE,Australia
,,,,,
Swimming,F,100m Breaststroke,Yelena Rudkovskaya,GOLD,Soviet Union
,,,,,
Swimming,F,100m Breaststroke,Anita Nall,SILVER,United States
,,,,,
Swimming,F,100m Breaststroke,Samantha Riley,BRONZE,Australia
,,,,,
Swimming,M,200m Breaststroke,Mike Barrowman,GOLD,United States
,,,,,
Swimming,M,200m Breaststroke,Norbert Rózsa,SILVER,Hungary
,,,,,
Swimming,M,200m Breaststroke,Nick Gillingham,BRONZE,Great Britain
,,,,,
Swimming,F,200m Breaststroke,Kyoko Iwasaki,GOLD,Japan
,,,,,
Swimming,F,200m Breaststroke,Li Lin,SILVER,China
,,,,,
Swimming,F,200m Breaststroke,Anita Nall,BRONZE,United States
,,,,,
Swimming,M,100m Butterfly,Pablo Morales,GOLD,United States
,,,,,
Swimming,M,100m Butterfly,Rafal Szukala,SILVER,Poland
,,,,,
Swimming,M,100m Butterfly,Anthony Nesty,BRONZE,Suriname
,,,,,
Swimming,F,100m Butterfly,Hong Qian,GOLD,China
,,,,,
Swimming,F,100m Butterfly,Crissy Ahmann-Leighton,SILVER,United States
,,,,,
Swimming,F,100m Butterfly,Catherine Plewinski,BRONZE,France
,,,,,
Swimming,M,200m Butterfly,Melvin Stewart,GOLD,United States
,,,,,
Swimming,M,200m Butterfly,Danyon Loader,SILVER,New Zealand
,,,,,
Swimming,M,200m Butterfly,Frank Esposito,BRONZE,France
,,,,,
Swimming,F,200m Butterfly,Summer Sanders,GOLD,United States
,,,,,
Swimming,F,200m Butterfly,Xiaohong Wang,SILVER,China
,,,,,
Swimming,F,200m Butterfly,Susan O'Neill,BRONZE,Australia
,,,,,
Swimming,M,200m Individual Medley,Tamás Darnyi,GOLD,Hungary
,,,,,
Swimming,M,200m Individual Medley,Gregory Burgess,SILVER,United States
,,,,,
Swimming,M,200m Individual Medley,Attila Czene,BRONZE,Hungary
,,,,,
Swimming,F,200m Individual Medley,Li Lin,GOLD,China
,,,,,
Swimming,F,200m Individual Medley,Summer Sanders,SILVER,United States
,,,,,
Swimming,F,200m Individual Medley,Daniela Hunger,BRONZE,Germany
,,,,,
Swimming,M,400m Individual Medley,Tamás Darnyi,GOLD,Hungary
,,,,,
Swimming,M,400m Individual Medley,Eric Namesnik,SILVER,United States
,,,,,
Swimming,M,400m Individual Medley,Luca Sacchi,BRONZE,Italy
,,,,,
Swimming,F,400m Individual Medley,Krisztina Egerszegi,GOLD,Hungary
,,,,,
Swimming,F,400m Individual Medley,Li Lin,SILVER,China
,,,,,
Swimming,F,400m Individual Medley,Summer Sanders,BRONZE,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,Scott Jaffe,BRONZE,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,Dan Jorgensen,BRONZE,United States
,,,,,
Swimming,M,4x100m Medley Relay,Jon Olsen,GOLD,United States
,,,,,
Swimming,M,4x100m Medley Relay,Pablo Morales,GOLD,United States
,,,,,
Swimming,M,4x100m Medley Relay,Jeff Rouse,GOLD,United States
,,,,,
Swimming,M,4x100m Medley Relay,Nelson Diebel,GOLD,United States
,,,,,
Swimming,M,4x100m Medley Relay,David Berkoff,GOLD,United States
,,,,,
Swimming,M,4x100m Medley Relay,Hans Dersch,GOLD,United States
,,,,,
Swimming,M,4x100m Medley Relay,Melvin Stewart,GOLD,United States
,,,,,
Swimming,M,4x100m Medley Relay,Matt Biondi,GOLD,United States
,,,,,
Swimming,M,4x100m Medley Relay,Vladimir Selkov,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Medley Relay,Aleksandr Popov,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Medley Relay,Vasily Ivanov,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Medley Relay,Pavel Khnykin,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Medley Relay,Vladimir Pyshnenko,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Medley Relay,Vladislav Kulikov,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Medley Relay,Dmitry Volkov,SILVER,Soviet Union
,,,,,
Swimming,M,4x100m Medley Relay,Mark Tewksbury,BRONZE,Canada
,,,,,
Swimming,M,4x100m Medley Relay,Marcel Gery,BRONZE,Canada
,,,,,
Swimming,M,4x100m Medley Relay,Stephen Clarke,BRONZE,Canada
,,,,,
Swimming,M,4x100m Medley Relay,Jon Cleveland,BRONZE,Canada
,,,,,
Swimming,M,4x100m Medley Relay,Thomas Ponting,BRONZE,Canada
,,,,,
Swimming,F,4x100m Medley Relay,Lea Loveless,GOLD,United States
,,,,,
Swimming,F,4x100m Medley Relay,Crissy Ahmann-Leighton,GOLD,United States
,,,,,
Swimming,F,4x100m Medley Relay,Jenny Thompson,GOLD,United States
,,,,,
Swimming,F,4x100m Medley Relay,Anita Nall,GOLD,United States
,,,,,
Swimming,F,4x100m Medley Relay,Nicole Haislett,GOLD,United States
,,,,,
Swimming,F,4x100m Medley Relay,Megan Kleine,GOLD,United States
,,,,,
Swimming,F,4x100m Medley Relay,Summer Sanders,GOLD,United States
,,,,,
Swimming,F,4x100m Medley Relay,Elizabeth Wagstaff,GOLD,United States
,,,,,
Swimming,F,4x100m Medley Relay,Franziska van Almsick,SILVER,Germany
,,,,,
Swimming,F,4x100m Medley Relay,Daniela Hunger,SILVER,Germany
,,,,,
Swimming,F,4x100m Medley Relay,Dagmar Hase,SILVER,Germany
,,,,,
Swimming,F,4x100m Medley Relay,Jana Dörries,SILVER,Germany
,,,,,
Swimming,F,4x100m Medley Relay,Bettina Ustrowski,SILVER,Germany
,,,,,
Swimming,F,4x100m Medley Relay,Simone Osygus,SILVER,Germany
,,,,,
Swimming,F,4x100m Medley Relay,Daniela Brendel,SILVER,Germany
,,,,,
Swimming,F,4x100m Medley Relay,Yelena Rudkovskaya,BRONZE,Soviet Union
,,,,,
Swimming,F,4x100m Medley Relay,Nina Zhivanevskaya,BRONZE,Soviet Union
,,,,,
Swimming,F,4x100m Medley Relay,Olga Kirichenko,BRONZE,Soviet Union
,,,,,
Swimming,F,4x100m Medley Relay,Natalya Meshcheryakova,BRONZE,Soviet Union
,,,,,
Swimming,F,4x100m Medley Relay,Elena Choubina,BRONZE,Soviet Union
,,,,,
Synchronized Swimming,F,Solo,Kristen Babb-Sprague,GOLD,United States
,,,,,
Synchronized Swimming,F,Solo,Sylvie Fréchette,GOLD,Canada
,,,,,
Synchronized Swimming,F,Solo,Fumiko Okuno,BRONZE,Japan
,,,,,
Synchronized Swimming,F,Duet,Karen Josephson,GOLD,United States
,,,,,
Synchronized Swimming,F,Duet,Sarah Josephson,GOLD,United States
,,,,,
Synchronized Swimming,F,Duet,Penny Vilagos,SILVER,Canada
,,,,,
Synchronized Swimming,F,Duet,Vicky Vilagos,SILVER,Canada
,,,,,
Synchronized Swimming,F,Duet,Fumiko Okuno,BRONZE,Japan
,,,,,
Synchronized Swimming,F,Duet,Aki Takayama,BRONZE,Japan
,,,,,
Table Tennis,M,Singles,Jan-Ove Waldner,GOLD,Sweden
,,,,,
Table Tennis,M,Singles,Jean-Philippe Gatien,SILVER,France
,,,,,
Table Tennis,M,Singles,Taek-Soo Kim,BRONZE,South Korea
,,,,,
Table Tennis,M,Singles,Wenge Ma,BRONZE,China
,,,,,
Table Tennis,F,Singles,Yaping Deng,GOLD,China
,,,,,
Table Tennis,F,Singles,Hong Qiao,SILVER,China
,,,,,
Table Tennis,F,Singles,Jung-Hwa Hyun,BRONZE,South Korea
,,,,,
Table Tennis,F,Singles,Bun-Hui Li,BRONZE,North Korea
,,,,,
Table Tennis,M,Doubles,Lin Lu,GOLD,China
,,,,,
Table Tennis,M,Doubles,Tao Wang,GOLD,China
,,,,,
Table Tennis,M,Doubles,Steffen Fetzner,SILVER,Germany
,,,,,
Table Tennis,M,Doubles,Jörg Roßkopf,SILVER,Germany
,,,,,
Table Tennis,M,Doubles,Taek-Soo Kim,BRONZE,South Korea
,,,,,
Table Tennis,M,Doubles,Chul-Seung Lee,BRONZE,South Korea
,,,,,
Table Tennis,M,Doubles,Hee-Chan Kang,BRONZE,South Korea
,,,,,
Table Tennis,M,Doubles,Nam-Kyu Yoo,BRONZE,South Korea
,,,,,
Table Tennis,F,Doubles,Hong Qiao,GOLD,China
,,,,,
Table Tennis,F,Doubles,Yaping Deng,GOLD,China
,,,,,
Table Tennis,F,Doubles,Zihe Chen,SILVER,China
,,,,,
Table Tennis,F,Doubles,Jun Gao,SILVER,China
,,,,,
Table Tennis,F,Doubles,Jung-Hwa Hyun,BRONZE,South Korea
,,,,,
Table Tennis,F,Doubles,Cha-Ok Hong,BRONZE,South Korea
,,,,,
Table Tennis,F,Doubles,Bun-Hui Li,BRONZE,North Korea
,,,,,
Table Tennis,F,Doubles,Sun-Bok Yu,BRONZE,North Korea
,,,,,
Tennis,M,Singles,Marc Rosset,GOLD,Switzerland
,,,,,
Tennis,M,Singles,Jordi Arrese,SILVER,Spain
,,,,,
Tennis,M,Singles,Andrey Cherkasov,BRONZE,Soviet Union
,,,,,
Tennis,M,Singles,Goran Ivanisevic,BRONZE,Croatia
,,,,,
Tennis,F,Singles,Jennifer Capriati,GOLD,United States
,,,,,
Tennis,F,Singles,Steffi Graf,SILVER,Germany
,,,,,
Tennis,F,Singles,Mary-Joe Fernandez,BRONZE,United States
,,,,,
Tennis,F,Singles,Arantxa Sánchez Vicario,BRONZE,Spain
,,,,,
Tennis,M,Doubles,Boris Becker,GOLD,Germany
,,,,,
Tennis,M,Doubles,Michael Stich,GOLD,Germany
,,,,,
Tennis,M,Doubles,Piet Norval,SILVER,South Africa
,,,,,
Tennis,M,Doubles,Wayne Ferreira,SILVER,South Africa
,,,,,
Tennis,M,Doubles,Goran Ivanisevic,BRONZE,Croatia
,,,,,
Tennis,M,Doubles,Goran Prpic,BRONZE,Croatia
,,,,,
Tennis,M,Doubles,Javier Frana,BRONZE,Argentina
,,,,,
Tennis,M,Doubles,Christian Miniussi,BRONZE,Argentina
,,,,,
Tennis,F,Doubles,Mary-Joe Fernandez,GOLD,United States
,,,,,
Tennis,F,Doubles,Gigi Fernandez,GOLD,United States
,,,,,
Tennis,F,Doubles,Arantxa Sánchez Vicario,SILVER,Spain
,,,,,
Tennis,F,Doubles,Conchita Martinez,SILVER,Spain
,,,,,
Tennis,F,Doubles,Leila Meskhi,BRONZE,Soviet Union
,,,,,
Tennis,F,Doubles,Natalya Zvereva,BRONZE,Soviet Union
,,,,,
Tennis,F,Doubles,Nicole Provis,BRONZE,Australia
,,,,,
Tennis,F,Doubles,Rachel McQuillan,BRONZE,Australia
,,,,,
Volleyball,M,"Indoor, Teams",Douglas Chiarotti,GOLD,Brazil
,,,,,
Volleyball,M,"Indoor, Teams",Jorge de Brito,GOLD,Brazil
,,,,,
Volleyball,M,"Indoor, Teams",Talmo Curto de Oliveira,GOLD,Brazil
,,,,,
Volleyball,M,"Indoor, Teams",André Falbo Ferreira,GOLD,Brazil
,,,,,
Volleyball,M,"Indoor, Teams",Giovane Gavio,GOLD,Brazil
,,,,,
Volleyball,M,"Indoor, Teams",Antônio Gouveia,GOLD,Brazil
,,,,,
